-0.01262974,0.00065862,0.76000000,0.00000000,0.00000000,0.98454902,0.17510916,-0.31200000,0.00000000,0.00000000,0.66900000,-0.36300000,0.00000000,-0.31200000,0.00000000,0.00000000,0.66900000,-0.36300000,0.00000000,0.00000000,0.00000000,0.00000000,0.20000000,0.20000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000,0.20000000,-0.20000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000
-0.01262974,0.00065862,0.75999980,-0.00000220,-0.00000206,0.98454904,0.17510906,-0.31200087,0.00000695,0.00000376,0.66901752,-0.36300561,-0.00002217,-0.31200576,0.00000641,0.00001098,0.66901051,-0.36300297,0.00000443,-0.00001324,-0.00000385,-0.00000121,0.19999721,0.20003966,-0.00001051,0.59996340,0.00000294,0.00000503,-0.00000132,0.19999828,-0.20004504,-0.00000489,0.60001477,-0.00000023,-0.00000030,-0.00000087
-0.01262974,0.00065862,0.75999842,-0.00001764,-0.00001647,0.98454917,0.17510832,-0.31200693,0.00005562,0.00003011,0.66914019,-0.36304490,-0.00017738,-0.31204608,0.00005127,0.00008783,0.66908405,-0.36302376,0.00003541,-0.00010596,-0.00003083,-0.00000968,0.19997770,0.20031729,-0.00008405,0.59970722,0.00002352,0.00004021,-0.00001057,0.19998623,-0.20036035,-0.00003914,0.60011820,-0.00000186,-0.00000239,-0.00000697
-0.01262974,0.00065862,0.75999468,-0.00005952,-0.00005557,0.98454953,0.17510632,-0.31202340,0.00018773,0.00010162,0.66947314,-0.36315152,-0.00059864,-0.31215553,0.00017303,0.00029643,0.66928367,-0.36308017,0.00011952,-0.00035761,-0.00010405,-0.00003269,0.19992473,0.20107086,-0.00028366,0.59901186,0.00007938,0.00013571,-0.00003568,0.19995353,-0.20121619,-0.00013210,0.60039892,-0.00000626,-0.00000806,-0.00002353
-0.01262974,0.00065862,0.75998738,-0.00014109,-0.00013173,0.98455020,0.17510244,-0.31205546,0.00044499,0.00024088,0.67012152,-0.36335916,-0.00141901,-0.31236866,0.00041014,0.00070264,0.66967241,-0.36319004,0.00028331,-0.00084766,-0.00024665,-0.00007748,0.19982159,0.20253833,-0.00067239,0.59765774,0.00018816,0.00032167,-0.00008458,0.19988985,-0.20288282,-0.00031313,0.60094559,-0.00001485,-0.00001911,-0.00005579
-0.01262974,0.00065862,0.75997535,-0.00027557,-0.00025728,0.98455129,0.17509602,-0.31210832,0.00086911,0.00047047,0.67119047,-0.36370148,-0.00277150,-0.31272005,0.00080105,0.00137235,0.67031331,-0.36337118,0.00055335,-0.00165559,-0.00048173,-0.00015132,0.19965154,0.20495768,-0.00131325,0.59542528,0.00036750,0.00062827,-0.00016519,0.19978487,-0.20563050,-0.00061159,0.60184685,-0.00002900,-0.00003732,-0.00010896
-0.01262974,0.00065862,0.75995740,-0.00047619,-0.00044459,0.98455285,0.17508643,-0.31218718,0.00150183,0.00081298,0.67278514,-0.36421217,-0.00478916,-0.31324424,0.00138421,0.00237142,0.67126940,-0.36364139,0.00095618,-0.00286086,-0.00083243,-0.00026149,0.19939787,0.20856687,-0.00226930,0.59209488,0.00063504,0.00108565,-0.00028544,0.19962826,-0.20972951,-0.00105682,0.60319136,-0.00005011,-0.00006449,-0.00018828
-0.01262974,0.00065862,0.75993236,-0.00075616,-0.00070599,0.98455491,0.17507304,-0.31229723,0.00238485,0.00129098,0.67501066,-0.36492487,-0.00760501,-0.31397580,0.00219807,0.00376572,0.67260372,-0.36401851,0.00151838,-0.00454294,-0.00132187,-0.00041523,0.19904384,0.21360387,-0.00360357,0.58744696,0.00100843,0.00172397,-0.00045327,0.19940969,-0.21545010,-0.00167819,0.60506777,-0.00007957,-0.00010241,-0.00029898
-0.01262974,0.00065862,0.75989903,-0.00112874,-0.00105384,0.98455741,0.17505517,-0.31244368,0.00355989,0.00192706,0.67797218,-0.36587328,-0.01135208,-0.31494931,0.00328109,0.00562114,0.67437931,-0.36452034,0.00226650,-0.00678130,-0.00197317,-0.00061982,0.19857272,0.22030666,-0.00537908,0.58126194,0.00150529,0.00257338,-0.00067661,0.19911883,-0.22306254,-0.00250506,0.60756471,-0.00011878,-0.00015287,-0.00044629
-0.01262974,0.00065862,0.75985624,-0.00160712,-0.00150048,0.98456026,0.17503216,-0.31263172,0.00506868,0.00274380,0.68177484,-0.36709106,-0.01616341,-0.31619931,0.00467170,0.00800353,0.67665922,-0.36516470,0.00322711,-0.00965540,-0.00280945,-0.00088252,0.19796780,0.22891319,-0.00765889,0.57332022,0.00214327,0.00366406,-0.00096337,0.19874537,-0.23283710,-0.00356677,0.61077085,-0.00016912,-0.00021766,-0.00063544
-0.01262974,0.00065862,0.75980280,-0.00220456,-0.00205827,0.98456322,0.17500332,-0.31286656,0.00695292,0.00376379,0.68652379,-0.36861188,-0.02217204,-0.31776036,0.00640837,0.01097878,0.67950647,-0.36596941,0.00442677,-0.01324472,-0.00385384,-0.00121058,0.19721235,0.23966144,-0.01050602,0.56340222,0.00294002,0.00502614,-0.00132150,0.19827897,-0.24504403,-0.00489269,0.61477483,-0.00023199,-0.00029857,-0.00087166
-0.01262974,0.00065862,0.75973752,-0.00293426,-0.00273956,0.98456595,0.17496793,-0.31315339,0.00925434,0.00500960,0.69232417,-0.37046941,-0.02951098,-0.31966704,0.00852955,0.01461276,0.68298411,-0.36695228,0.00589203,-0.01762873,-0.00512947,-0.00161129,0.19628964,0.25278938,-0.01398352,0.55128835,0.00391316,0.00668979,-0.00175891,0.19770931,-0.25995360,-0.00651217,0.61966530,-0.00030878,-0.00039739,-0.00116018
-0.01262974,0.00065862,0.75965923,-0.00380947,-0.00355668,0.98456792,0.17492526,-0.31349742,0.01201464,0.00650383,0.69928111,-0.37269733,-0.03831328,-0.32195391,0.01107367,0.01897134,0.68715518,-0.36813114,0.00764945,-0.02288688,-0.00665944,-0.00209189,0.19518294,0.26853497,-0.01815441,0.53675904,0.00508035,0.00868517,-0.00228355,0.19702606,-0.27783608,-0.00845457,0.62553091,-0.00040088,-0.00051593,-0.00150622
-0.01262974,0.00065862,0.75956674,-0.00484339,-0.00452200,0.98456843,0.17487453,-0.31390383,0.01527556,0.00826904,0.70749977,-0.37532930,-0.04871196,-0.32465552,0.01407920,0.02412039,0.69208272,-0.36952379,0.00972560,-0.02909866,-0.00846690,-0.00265965,0.19387553,0.28713618,-0.02308173,0.51959468,0.00645922,0.01104243,-0.00290333,0.19621890,-0.29896173,-0.01074924,0.63246030,-0.00050969,-0.00065595,-0.00191503
-0.01262974,0.00065862,0.75945887,-0.00604925,-0.00564784,0.98456653,0.17481491,-0.31437784,0.01907881,0.01032784,0.71708528,-0.37839899,-0.06084007,-0.32780644,0.01758458,0.03012578,0.69782975,-0.37114806,0.01214705,-0.03634352,-0.01057495,-0.00332184,0.19235068,0.30883099,-0.02882852,0.49957569,0.00806741,0.01379172,-0.00362619,0.19527750,-0.32360082,-0.01342555,0.64054214,-0.00063659,-0.00081927,-0.00239183
-0.01262974,0.00065862,0.75933443,-0.00744027,-0.00694656,0.98456101,0.17474555,-0.31492464,0.02346610,0.01270279,0.72814280,-0.38194009,-0.07483062,-0.33144123,0.02162826,0.03705339,0.70445934,-0.37302176,0.01494034,-0.04470094,-0.01300673,-0.00408572,0.19059168,0.33385736,-0.03545782,0.47648249,0.00992256,0.01696322,-0.00446005,0.19419153,-0.35202360,-0.01651283,0.64986506,-0.00078298,-0.00100767,-0.00294184
-0.01262974,0.00065862,0.75919225,-0.00902966,-0.00843048,0.98455033,0.17466552,-0.31554943,0.02847916,0.01541648,0.74077745,-0.38598625,-0.09081666,-0.33559445,0.02624870,0.04496909,0.71203450,-0.37516270,0.01813203,-0.05425039,-0.01578535,-0.00495855,0.18858178,0.36245326,-0.04303267,0.45009549,0.01204231,0.02058706,-0.00541285,0.19295067,-0.38450035,-0.02004047,0.66051771,-0.00095024,-0.00122294,-0.00357031
-0.01262974,0.00065862,0.75903113,-0.01083062,-0.01011194,0.98453259,0.17457384,-0.31625741,0.03415969,0.01849150,0.75509439,-0.39057116,-0.10893121,-0.34030067,0.03148434,0.05393876,0.72061829,-0.37758871,0.02174870,-0.06507133,-0.01893394,-0.00594760,0.18630427,0.39485665,-0.05161609,0.42019511,0.01444430,0.02469342,-0.00649251,0.19154459,-0.42130132,-0.02403779,0.67258875,-0.00113978,-0.00146687,-0.00428245
-0.01262974,0.00065862,0.75884990,-0.01285634,-0.01200324,0.98450549,0.17446944,-0.31705378,0.04054943,0.02195042,0.77119875,-0.39572847,-0.12930731,-0.34559444,0.03737364,0.06402826,0.73027373,-0.38031760,0.02581690,-0.07724323,-0.02247562,-0.00706012,0.18374242,0.43130551,-0.06127112,0.38656175,0.01714618,0.02931244,-0.00770697,0.18996296,-0.46269679,-0.02853418,0.68616682,-0.00135298,-0.00174125,-0.00508350
-0.01262974,0.00065862,0.75864737,-0.01512001,-0.01411671,0.98446624,0.17435118,-0.31794374,0.04769007,0.02581583,0.78919568,-0.40149187,-0.15207799,-0.35151034,0.04395504,0.07530347,0.74106388,-0.38336718,0.03036319,-0.09084556,-0.02643352,-0.00830339,0.18087950,0.47203781,-0.07206080,0.34897583,0.02016557,0.03447428,-0.00906414,0.18819547,-0.50895700,-0.03355897,0.70134057,-0.00159124,-0.00204788,-0.00597869
-0.01262974,0.00065862,0.75842236,-0.01763478,-0.01646461,0.98441154,0.17421783,-0.31893248,0.05562336,0.03011031,0.80919033,-0.40789502,-0.17737629,-0.35808291,0.05126699,0.08783026,0.75305176,-0.38675528,0.03541413,-0.10595780,-0.03083076,-0.00968467,0.17769879,0.51729152,-0.08404818,0.30721776,0.02352013,0.04020911,-0.01057197,0.18623178,-0.56035224,-0.03914153,0.71819865,-0.00185594,-0.00238855,-0.00697326
-0.01262974,0.00065862,0.75817369,-0.02041379,-0.01905921,0.98433751,0.17406806,-0.32002521,0.06439099,0.03485645,0.83128783,-0.41497160,-0.20533522,-0.36534673,0.05934795,0.10167451,0.76630042,-0.39049970,0.04099628,-0.12265939,-0.03569046,-0.01121121,0.17418356,0.56730459,-0.09729627,0.26106796,0.02722749,0.04654707,-0.01223838,0.18406156,-0.61715277,-0.04531122,0.73682971,-0.00214848,-0.00276504,-0.00807241
-0.01262974,0.00065862,0.75790016,-0.02347013,-0.02191275,0.98423962,0.17390041,-0.32122713,0.07403469,0.04007683,0.85559333,-0.42275528,-0.23608784,-0.37333636,0.06823637,0.11690208,0.78087290,-0.39461827,0.04713620,-0.14102983,-0.04103574,-0.01289029,0.17031709,0.62231501,-0.11186812,0.21030684,0.03130530,0.05351832,-0.01407129,0.18167449,-0.67962884,-0.05209738,0.75732240,-0.00247026,-0.00317915,-0.00928140
-0.01262974,0.00065862,0.75760061,-0.02681688,-0.02503741,0.98411263,0.17371331,-0.32254344,0.08459617,0.04579402,0.88221197,-0.43127972,-0.26976716,-0.38208635,0.07797069,0.13357885,0.79683222,-0.39912881,0.05386046,-0.16114856,-0.04688973,-0.01472917,0.16608264,0.68256073,-0.12782677,0.15471481,0.03577118,0.06115303,-0.01607865,0.17906025,-0.74805072,-0.05952938,0.77976537,-0.00282266,-0.00363268,-0.01060545
-0.01262974,0.00065862,0.75727384,-0.03046702,-0.02844535,0.98395052,0.17350504,-0.32397933,0.09611716,0.05203062,0.91124889,-0.44057860,-0.30650622,-0.39163128,0.08858937,0.15177069,0.81424145,-0.40404912,0.06119561,-0.18309507,-0.05327555,-0.01673510,0.16146350,0.74827974,-0.14523525,0.09407229,0.04064279,0.06948134,-0.01826837,0.17620851,-0.82268868,-0.06763657,0.80424727,-0.00320707,-0.00412741,-0.01204979
-0.01262974,0.00065862,0.75691868,-0.03443351,-0.03214864,0.98374641,0.17327376,-0.32554000,0.10863937,0.05880920,0.94280924,-0.45068560,-0.34643806,-0.40200569,0.10013085,0.17154348,0.83316360,-0.40939702,0.06916822,-0.20694882,-0.06021633,-0.01891536,0.15644294,0.81970999,-0.16415659,0.02815969,0.04593776,0.07853342,-0.02064838,0.17310894,-0.90381298,-0.07644831,0.83085674,-0.00362489,-0.00466513,-0.01361964
-0.01262974,0.00065862,0.75653393,-0.03872921,-0.03615929,0.98349251,0.17301744,-0.32723066,0.12220451,0.06615236,0.97699815,-0.46163437,-0.38969570,-0.41324416,0.11263359,0.19296308,0.85366172,-0.41519034,0.07780484,-0.23278928,-0.06773518,-0.02127721,0.15100424,0.89708946,-0.18465384,-0.04324258,0.05167373,0.08833941,-0.02322662,0.16975121,-0.99169388,-0.08599395,0.85968244,-0.00407750,-0.00524763,-0.01532024
-0.01262974,0.00065862,0.75611842,-0.04336688,-0.04048922,0.98318002,0.17273388,-0.32905650,0.13685431,0.07408266,1.01392078,-0.47345860,-0.43641218,-0.42538125,0.12613603,0.21609538,0.87579886,-0.42144689,0.08713204,-0.26069591,-0.07585523,-0.02382791,0.14513065,0.98065611,-0.20679003,-0.12035410,0.05786835,0.09892949,-0.02601101,0.16612500,-1.08660165,-0.09630285,0.89081300,-0.00456631,-0.00587672,-0.01715682
-0.01262974,0.00065862,0.75567096,-0.04835915,-0.04515023,0.98279904,0.17242072,-0.33102273,0.15263049,0.08262270,1.05368226,-0.48619195,-0.48672053,-0.43845152,0.14067663,0.24100624,0.89963804,-0.42818448,0.09717637,-0.29074819,-0.08459960,-0.02657472,0.13880547,1.07064792,-0.23062819,-0.20339447,0.06453925,0.11033380,-0.02900949,0.16221999,-1.18880656,-0.10740437,0.92433710,-0.00509271,-0.00655417,-0.01913461
-0.01262974,0.00065862,0.75519037,-0.05371852,-0.05015397,0.98233852,0.17207536,-0.33313453,0.16957475,0.09179505,1.09638774,-0.49986809,-0.54075378,-0.45248953,0.15629384,0.26776153,0.92524230,-0.43542093,0.10796440,-0.32302558,-0.09399142,-0.02952491,0.13201196,1.16730285,-0.25623137,-0.29258326,0.07170407,0.12258250,-0.03222997,0.15802585,-1.29857886,-0.11932786,0.96034336,-0.00565807,-0.00728178,-0.02125884
-0.01262974,0.00065862,0.75519037,-0.05371852,-0.05015397,0.98233852,0.17207536,-0.33313453,0.16957475,0.09179505,1.09638774,-0.49986809,-0.54075378,-0.45248953,0.15629384,0.26776153,0.92524230,-0.43542093,0.10796440,-0.32302558,-0.09399142,-0.02952491,0.13201196,1.16730285,-0.25623137,-0.29258326,0.07170407,0.12258250,-0.03222997,0.15802585,-1.29857886,-0.11932786,0.96034336,-0.00565807,-0.00728178,-0.02125884
-0.00582976,0.00258149,0.75105232,-0.08009957,-0.04245848,0.98466389,0.14905824,-0.34985903,0.19040696,0.11766044,0.97618544,-0.52545339,-0.54532236,-0.53381765,0.16088913,0.25699314,0.94217271,-0.44488412,0.11454706,-0.36331785,-0.06012606,-0.06227453,0.05984685,1.25097537,-0.19414319,-0.31594890,0.06768498,0.10425305,-0.01439948,-0.01362397,-1.45399415,-0.12760979,0.88002998,-0.00446568,-0.01793478,-0.03270388
-0.00006685,0.00425300,0.74672157,-0.10022565,-0.03663099,0.98628092,0.12594813,-0.38409635,0.19678740,0.13169222,0.91500628,-0.54913896,-0.55278134,-0.61178279,0.16755466,0.25969425,0.97141892,-0.45596367,0.12222978,-0.38384885,-0.02445520,-0.07767456,0.02436388,1.30708265,-0.15616895,-0.32022831,0.06282932,0.09460744,-0.00500157,-0.15903889,-1.55776608,-0.11750620,0.81336886,-0.00311506,-0.01861255,-0.03347274
0.00600697,0.00681390,0.74205577,-0.11768189,-0.03113073,0.98722999,0.10275602,-0.43101126,0.19538718,0.13258247,0.89051253,-0.57088220,-0.56184614,-0.68671656,0.17935151,0.26919794,1.00523508,-0.46824470,0.12986520,-0.39245903,0.00600534,-0.08422643,0.00689340,1.34226656,-0.13070710,-0.31243131,0.05790764,0.08912980,0.00000000,-0.28918847,-1.63479161,-0.10020362,0.75297159,-0.00161060,-0.01400328,-0.02958114
0.01221516,0.01010011,0.73659855,-0.13381642,-0.02602256,0.98749564,0.07917288,-0.48744300,0.18861096,0.12136776,0.89010376,-0.59054530,-0.57205927,-0.75913465,0.19478400,0.28327575,1.03907442,-0.48139909,0.13626932,-0.39435849,0.03033064,-0.08510269,-0.00053981,1.36026835,-0.11259793,-0.29488873,0.05327632,0.08545341,0.00469045,-0.40872541,-1.69525373,-0.08208637,0.69431770,0.00000000,-0.00745337,-0.02425289
0.01829832,0.01425120,0.73004413,-0.14913138,-0.02152586,0.98705590,0.05492834,-0.55098748,0.17707492,0.10051201,0.90640467,-0.60804749,-0.58344579,-0.82886738,0.21284048,0.30038288,1.07047498,-0.49514031,0.14046271,-0.39397705,0.04937142,-0.08130020,-0.00103315,1.36307621,-0.09977867,-0.26797995,0.04907844,0.08221676,0.00773426,-0.51890236,-1.74285185,-0.06707854,0.63487005,0.00000000,-0.00136187,-0.01941080
0.02434410,0.01876836,0.72324598,-0.16352705,-0.01769167,0.98593720,0.02955912,-0.61951029,0.16087967,0.07287518,0.93476623,-0.62249410,-0.59610432,-0.89425731,0.23252702,0.31820944,1.09885848,-0.50914371,0.14159444,-0.39389870,0.06404971,-0.07362965,0.00498329,1.35182047,-0.09172681,-0.23107445,0.04533307,0.07875787,0.00947938,-0.61936152,-1.77851748,-0.05777361,0.57345736,0.00000000,0.00257365,-0.01630119
0.02983403,0.02448519,0.71455711,-0.17716946,-0.01440519,0.98407000,0.00311474,-0.69068283,0.14028007,0.04107444,0.97242463,-0.63186073,-0.61001486,-0.95346951,0.25150248,0.33435810,1.12494528,-0.52317005,0.13882653,-0.39497137,0.07584720,-0.06148130,0.01804977,1.32687187,-0.08857787,-0.18341711,0.04199160,0.07478257,0.00990131,-0.70808202,-1.80089593,-0.05501764,0.50994349,0.00000000,0.00319140,-0.01539123
